"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","171739_x_at","F35A5.1","259699","hypothetical protein",0.398693197586131,7.04830438885728,2.42222746284419,0.0272997921273552,0.180330067555911,-4.57416173455106
"2","171742_x_at","skr-8","178495","SKp1 Related (ubiquitin ligase complex component)",-0.194956670149931,8.89668916957166,-1.24683692432019,0.229913973551177,0.578243489978813,-6.43573826777307
"3","171746_x_at","F15G9.1","181184","hypothetical protein",0.212075384522214,9.57044736193849,1.9304584703765,0.0709688748636069,0.322374954445796,-5.44799073957708
"4","171752_x_at","C18C4.7","178941","hypothetical protein",-0.342062092307025,8.06650639446977,-1.91516189539372,0.0730186921519023,0.327758822683996,-5.47330270002401
"5","171753_x_at","pek-1","181334","Eukaryotic translation initiation factor 2-alpha kinase pek-1",-0.0161498410374055,7.37138009202697,-0.12870992128015,0.899147231562605,0.969787138110668,-7.21055055366519
"6","171764_x_at","clh-1","174821","Chloride channel protein",-0.03864544105818,7.75048099753665,-0.371550682287435,0.714968300183868,0.899413945127117,-7.1467570200322
"7","171770_x_at","col-93","259335","Col_cuticle_N domain-containing protein",-0.0710970356132048,11.4034400560801,-0.560557685008072,0.582651817615394,0.841481333016925,-7.05507327210004
"8","171780_x_at","bckd-1A","176716","2-oxoisovalerate dehydrogenase subunit alpha;2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",-0.137902876333023,8.12317413536954,-0.714793899993451,0.484754784341275,0.789424649134241,-6.95384255286459
"9","171781_x_at","ola-1","173205","Obg-like ATPase 1;YchF-GTPase_C domain-containing protein",-0.0462231620465499,9.35643154680803,-0.31791819494716,0.754546003796538,0.913751719761242,-7.1661250385204
"10","171801_s_at","W03G11.4","181377","hypothetical protein",-0.0809035506096816,6.48718363886641,-0.60067115128203,0.55624290532107,0.82561830134417,-7.03099381210451
"11","171802_s_at","Y75B8A.24","176653","hypothetical protein",0.0368793497760507,8.1614368309159,0.345723702796704,0.733930860606598,0.906454435621779,-7.15645448950389
"12","171810_x_at","ncam-1","180418","NCAM (neural cell adhesion molecule) homolog",-0.0829846190470773,5.33448832277582,-0.637019028758895,0.532875661246847,0.809800112026003,-7.00780166830343
"13","171827_x_at","ccg-1","178426","Conserved Cysteine/Glycine domain protein",0.594060860113768,8.32305964287278,3.66240819757004,0.00202007449491602,0.0249961740172101,-2.05355890046393
"14","171841_x_at","hlh-11","176360","Helix-loop-helix protein 11",-0.358816813037082,5.24656688555863,-2.06247030051448,0.0553169896535495,0.275923261788638,-5.22443558793068
"15","171847_s_at","mlt-11","180352","hypothetical protein",-0.0929063412795026,4.51731754015764,-0.720867723379482,0.48110777781492,0.785911868200764,-6.94938235060768
"16","171850_x_at","nuo-4","176001","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;dNK domain-containing protein",-0.0940576742656898,10.2277533458374,-0.865108597742789,0.399416255692413,0.729397649106449,-6.83318741103076
"17","171855_x_at","tcc-1","180167","Transmembrane and Coiled-Coil protein",0.0256551265771083,6.28269300878192,0.150398540781856,0.882278375825073,0.966521385088984,-7.20736056952168
"18","171869_at","svh-2","180929","Tyrosine-protein kinase receptor svh-2",0.183717423033686,3.7887297439154,1.59769506369526,0.129134372982204,0.445105532694332,-5.96779776561422
"19","171872_s_at","Y66D12A.8","176589","hypothetical protein",-0.0318100416419345,9.31568722098308,-0.240470192081911,0.812936114890434,0.940605882101307,-7.18883137783884
"20","171892_x_at","gln-1","180875","GLutamiNe synthetase (glutamate-ammonia ligase)",-0.477038034383792,6.9731722354685,-3.11988965171804,0.00642573263538031,0.0621700814142364,-3.19071816378587
"21","171900_s_at","B0511.6","172954","RNA helicase",-0.0444762754381394,9.28641325613419,-0.360178382300562,0.723295208681237,0.903302167380198,-7.15111177543084
"22","171911_x_at","F53F4.11","179849","hypothetical protein",-0.179157751259551,7.11533450599706,-1.11118382681847,0.282462235900329,0.633316421638882,-6.59125122662392
"23","171925_x_at","C46H3.2","3564865","hypothetical protein",-0.200493833474614,6.10974826742291,-1.61044622137954,0.12631451283605,0.4404109686675,-5.94914889434951
"24","171970_x_at","H39E23.3","3565355","hypothetical protein",0.00887088013170167,6.96971235714063,0.0286743108871762,0.977469243849913,0.992841389696283,-7.21885266205103
"25","171986_x_at","fip-2","179283","Fungus-Induced Protein",-0.122119312442457,7.69028106962767,-0.918418281641538,0.371666675763156,0.710479659375512,-6.78535035522389
"26","171996_x_at","egl-15","181291","Myoblast growth factor receptor egl-15",0.204212647610569,4.61143750703515,1.40604042214372,0.178314544050221,0.520708437457578,-6.23460742382902
"27","172001_x_at","lev-11","173319","Tropomyosin ;hypothetical protein",0.0199371608606462,9.04512034257391,0.178351627285808,0.86062415375013,0.957930506122577,-7.20252021196464
"28","172013_x_at","byn-1","175968","Cell adhesion protein byn-1",0.00622508896535123,9.72358303104734,0.0665402336303594,0.947749505817325,0.983600902941763,-7.21695077232101
"29","172015_x_at","Y82E9BR.17","259490","hypothetical protein",-0.326212913035808,5.77987199244146,-1.92811493666952,0.071279540705104,0.322842666228743,-5.45187692310266
"30","172023_x_at","klp-11","177685","Kinesin-like protein",0.209898637525467,6.2796601262256,1.36207953004684,0.191528881242338,0.535210219964317,-6.29207899751703
"31","172026_x_at","vap-1","181768","Venom-Allergen-like Protein",-0.262973863967319,3.80743654284143,-1.50146712002289,0.152180040069988,0.481398762173553,-6.10498538198471
"32","172032_x_at","rnt-1","172243","Runt domain-containing protein",-0.0292178778859036,5.76614628479122,-0.213168612736453,0.833814084670029,0.94932181619243,-7.19534516164195
"33","172043_x_at","lec-2","174560","Galectin",0.0220148109898393,9.74989067757519,0.184920162849414,0.855551655940499,0.957101465550953,-7.20126380993552
"34","172045_x_at","hil-7","177433","HIstone H1 Like",-0.132167231425765,7.7173004170629,-0.888313966527443,0.387173017514992,0.72051361202684,-6.81268325997128
"35","172047_x_at","kap-1","176041","Kinesin-Associated Protein",-0.176427854174895,5.14978285067328,-1.28213800881165,0.217564175794527,0.564731442987119,-6.39283073521948
"36","172063_x_at","oat-1","177649","MFS domain-containing protein",-0.659315867534055,6.59586996810771,-5.24503802608495,7.31499695291873e-05,0.00168527830351774,1.28152000595759
